List,URL,Title,Price,Description,Logo,Photos,Review,Code,Details
Biographical Books,https://www.amazon.com/dp/0385658583?tag=readthistwice-20&linkCode=ogi&th=1&psc=1,A Walk in the Woods,12.99,"Embark on a hilariously entertaining journey along the world's longest continuous footpath, The Appalachian Trail. Join Bill Bryson on this gruelling 2,000-mile hike through some of the most spectacular landscapes in North America, as well as its poverty-stricken and primitive backwoods areas. With Bryson's witty humor and unique perspective, A Walk in the Woods is the perfect adventure for any reader seeking a good laugh and a thrilling outdoors experience.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,https://m.media-amazon.com/images/I/71yh6twlJ+L.jpg,"Tim Ferriss: ""A Walk in the Woods is a great way to invigorate the passion for hiking""",,
Biographical Books,https://www.amazon.com/dp/0671695347,About Face: The Odyssey of an American Warrior,12.99,"Called “everything a twentieth century war memoir could possibly be” by The New York Times, this national bestseller by Colonel David H. Hackworth presents a vivid and powerful portrait of a life of patriotism.

From age fifteen to forty David Hackworth devoted himself to the US Army and fast became a living legend. In 1971, however, he appeared on television to decry the doomed war effort in Vietnam. With About Face, he has written what many Vietnam veterans have called the most important book of their generation.

From Korea to Berlin, from the Cuban missile crisis to Vietnam, Hackworth’s story is that of an exemplary patriot, played out against the backdrop of the changing fortunes of America and the American military. It is also a stunning indictment of the Pentagon’s fundamental misunderstanding of the Vietnam conflict and of the bureaucracy of self-interest that fueled the war.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,"https://m.media-amazon.com/images/I/819FMwJq+mL.jpg
https://m.media-amazon.com/images/I/81G20MIRE0L.jpg
https://m.media-amazon.com/images/I/31RYvCMAmrL.jpg","Great interview Tim. I love that Jocko referenced About Face by Col. David Hackworth. I recommend watching the 1989 CSPAN interview with Hackworth (I’ve watched it probably 10 times over the last few years). The man’s presence is intense. He’s a great example of calm, confident, and focused masculinity.",,
Biographical Books,https://www.amazon.com/Adventures-Screen-Trade-Hollywood-Screenwriting/dp/034910705X/ref=monarch_sidesheet,Adventures in the Screen Trade,9.57,"As befits more than twenty years in Hollywood, Oscar-winning screenwriter William Goldman's sparkling memoir is as entertaining as many of the films he has helped to create. From the writer of Butch Cassidy and the Sundance Kid, All the President's Men and Marathon Man, Adventures in the Screen Trade is an intimate view of movie-making, of acting greats such as Redford, Olivier, Newman and Hoffman, and of the trials and rewards of working inside the most exciting business in the world.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,"https://m.media-amazon.com/images/I/61GMkiu2EfL.jpg
https://m.media-amazon.com/images/I/81rtbvURjxL.jpg
https://m.media-amazon.com/images/I/41EmtpVdqfL.jpg","I'll answer a question that a lot of people ask me and that is, what are you reading? Well, what I'm reading right now is two books — comprise of two books. The first is, William Goldman, Adventures in the Screen Trade. Goldman is the screenwriter behind such movies as The Princess Bride – one of my favorites of all time – and Butch Cassidy and the Sundance Kid. The second book is John Muir, Wilderness Essays. So, very different, both very, very good and highly recommended. The Adventures in the Screen Trade is a little outdated with some of the contents because it's related to film and it was written in the '80s, but there are a lot of timeless principles and Goldman is just hilarious.",,
Biographical Books,https://www.amazon.com/dp/0684807610?tag=readthistwice-20&linkCode=ogi&th=1&psc=1,Benjamin Franklin: An American Life,18.48,"Explore the life of one of America's most fascinating founding fathers in this engrossing biography. From his humble beginnings as a runaway apprentice to his rise as a writer, inventor, diplomat, and political leader, Benjamin Franklin helped define our national character. Discover the wit behind Poor Richard's Almanac, the wisdom behind the Declaration of Independence, and the compromises that created a near-perfect Constitution. Through colorful storytelling, Walter Isaacson provides an intimate look into Franklin's life and how he helped shape the American identity, making this book a must-read for anyone interested in history or politics.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,https://m.media-amazon.com/images/I/714GNH-2KwL.jpg,"Elon Musk: ""A great biography of Ben Franklin by Isaacson. Highly recommended.""
 

 Tim Ferriss: ""Ben is one of the historical figures that I’ve been most obsessed with and I’ve recommended 'Benjamin Franklin: An American Life' to thousands and thousands of people.""",,
Biographical Books,https://geni.us/coan,COAN The Man,9.99,"COAN The Man, The Myth, The Method, Chronicles the life of the greatest powerlifter of all-time, Ed Coan. Follow along as this book presents the personal life, competitive career, training philosophies, and some miscellaneous ramblings relevant to understand the mindset of this champion. This book will entertain you and challenge you to push yourself harder in your everyday life or athletic endeavors. Never before has the world seen the lifts that Coan produced. His simple and methodical approach gives testament to his laser sharp focus and mental ability to achieve what once was thought impossible.

""If you want to gain massive muscular size, walk - no, make that run - to the book store and buy this book the moment you finish reading this unqualified endorsement. It's about time someone came out with a serious book on powerlifting. Since the dawning of modern bodybuilding era to the present day, our greatest champions, men like Grimek, Pearl, Park, Oliva, Arnold, Columbo, Yates and Coleman have used powerlifting training strategies to provide them the raw muscular bulk they eventually honed and chiseled into the final finished physical product. Powerlifting tactics give the serious bodybuilder seam-busting size. Ed Coan is the gratest powerlifter who ever walked the face of the earth and the clear, concise powerlifting advice he dispenses in this book are a God-send to bodybuilders world-wide. I give this book my highest recommendation.""
- Joe Weider, Trainer of Champions since 1936

""Ed Coan is not only the strongest powerlifter to ever live but he is also a quality individual. Ed helped me get my start as a powerlifter, strength coach and as a professional strongman. I owe a great deal to Ed. Thank you""
- Mark Philippi, CSCS - Head Strength Coach UNLV

""This book is indispensable reading for any one who lifts weights, or wants to. No matter what level of training you're at, the story of Ed Coan's phenomenal career, his simple and disciplined plan of attack is a total inspiration and damn good way to get strong. I have learned a lot from the big man. His form and his technique are flawless. They will help you lift heavy, and more importantly, safely for years to come. Ed's heart is that of a warrior and true champion. Read the story, learn the lessons and report to your local gym frequently.""
- Henry Rollins, Musician and Writer

""I knew of Ed Coan because of his greatness in powerlifting long before I met him in 1989 at the UIC Pavilion in Chicago and we have been friends ever since. Ed will go down as one of the best powerlifters to ever live, and he has the world records to prove it. He is a legend and his feats of strength are simply amazing!""
- Scott Steiner, Pro-Wrestler

""As a powerlifter and true champion Ed Coan is simply the best""
- Dorian Yates, 6 time Mr. Olympia",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,,"Tim Ferriss: ""This is a fucking great book.""",,
Biographical Books,https://www.amazon.com/Creativity-Inc-Overcoming-Unseen-Inspiration/dp/0812993012,Creativity,12.99,"From a co-founder of Pixar Animation Studios—the Academy Award–winning studio behind Coco, Inside Out, and Toy Story—comes an incisive book about creativity in business and leadership for readers of Daniel Pink, Tom Peters, and Chip and Dan Heath.

NEW YORK TIMES BESTSELLER | NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The Huffington Post • Financial Times • Success • Inc. • Library Journal

Creativity, Inc. is a manual for anyone who strives for originality and the first-ever, all-access trip into the nerve center of Pixar Animation—into the meetings, postmortems, and “Braintrust” sessions where some of the most successful films in history are made. It is, at heart, a book about creativity—but it is also, as Pixar co-founder and president Ed Catmull writes, “an expression of the ideas that I believe make the best in us possible.”

For nearly twenty years, Pixar has dominated the world of animation, producing such beloved films as the Toy Story trilogy, Monsters, Inc., Finding Nemo, The Incredibles, Up, WALL-E, and Inside Out, which have gone on to set box-office records and garner thirty Academy Awards. The joyousness of the storytelling, the inventive plots, the emotional authenticity: In some ways, Pixar movies are an object lesson in what creativity really is. Here, in this book, Catmull reveals the ideals and techniques that have made Pixar so widely admired—and so profitable.

As a young man, Ed Catmull had a dream: to make the first computer-animated movie. He nurtured that dream as a Ph.D. student at the University of Utah, where many computer science pioneers got their start, and then forged a partnership with George Lucas that led, indirectly, to his co-founding Pixar in 1986. Nine years later, Toy Story was released, changing animation forever. The essential ingredient in that movie’s success—and in the thirteen movies that followed—was the unique environment that Catmull and his colleagues built at Pixar, based on leadership and management philosophies that protect the creative process and defy convention, such as:

• Give a good idea to a mediocre team, and they will screw it up. But give a mediocre idea to a great team, and they will either fix it or come up with something better.
• If you don’t strive to uncover what is unseen and understand its nature, you will be ill prepared to lead.
• It’s not the manager’s job to prevent risks. It’s the manager’s job to make it safe for others to take them.
• The cost of preventing errors is often far greater than the cost of fixing them.
• A company’s communication structure should not mirror its organizational structure. Everybody should be able to talk to anybody.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,https://m.media-amazon.com/images/I/819JSdLa3OL.jpg,"Now, on to our guest…

Ed Catmull is co-founder of Pixar Animation Studios (along with Steve Jobs and John Lasseter) and president of Pixar Animation and Disney Animation. Ed has received five Academy Awards, and — as a computer scientist — he has contributed to many important developments in computer graphics.  He is the author of  Creativity, Inc., which Forbes has said “just might be the best business book ever written.” (!)

This episode touches on a lot, including lessons learned from George Lucas and Steve Jobs, the origins of Pixar, personal challenges, routines, and much more.

",,
Biographical Books,https://geni.us/pursuit-common-good,In Pursuit of the Common Good: Twenty-Five Years of Improving the World,16,"An entertaining, accessible history of the iconic Newman’s Own brand that also serves as a roadmap for foundations and charitable organizations looking to do the most good they can with what they have.
 
Shameless exploitation has never been more fun nor done more good for more people than when done by Newman’s Own—the first green food company to use all-natural ingredients, and still the most successful.

It was 1982 when Paul Newman and A. E. Hotchner made their foray into local gourmet shops with bottles of their homemade salad dressing. The venture was intended to be a lark, a way to poke fun at the traditional way the market operates. Hurdling obstacle after obstacle, they created the first company to mass-market all-natural products, eliminating the chemicals, gums, and preservatives that existed in food at the time. This picaresque saga is the inspiring story of how the two friends parlayed the joke into a multimillion-dollar company that gives all its profits to the less fortunate without spending money on galas, mailings, and other expensive outreaches. 

Told in alternating voices, Newman and Hotchner have written a zany tale that is a business model for entrepreneurs, an inspirational book, and just plain delightful reading.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,https://m.media-amazon.com/images/I/A1X8P+gYUxL.jpg,"Tim Ferriss: ""It is a hilarious book, a useful book, full of lessons.""",,
Biographical Books,https://geni.us/leaving-microsoft,Leaving Microsoft to Change the World: An Entrepreneur's Odyssey to Educate the World's Children,11.89,"John Wood discovered his passion, his greatest success, and his life's work not at business school or helping lead Microsoft's charge into Asia in the 1990s but on a soul-searching trip to the Himalayas. He made the difficult decision to walk away from his lucrative career to create Room to Read, a nonprofit organization that promotes education across the developing world. By the end of 2007, the organization will have established over 5,000 libraries and 400 schools, and awarded long-term scholarships to more than 3,000 girls, giving more than one million children the lifelong gift of education.

If you have ever pondered abandoning your desk job for an adventure and an opportunity to give back, Wood's story will inspire you. He offers a vivid, emotional, and absorbing tale of how to take the lessons learned at a hard-charging company like Microsoft and apply them to the world's most pressing social problems.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,"https://m.media-amazon.com/images/I/717ZUAK-AFL.jpg
https://m.media-amazon.com/images/I/71UmGSQXLiL.jpg"," This is by John Wood, founder of Room to Read. 

So John Wood used to be a higher up exec at Microsoft reporting to Ballmer, and just got sick of adding more cents to the bottom line of an enormous company. 

Ended up starting Room to Read and now he is on track to be Andrew Carnegie 2.0. Andrew Carnegie, his legacy was 2500 or so public libraries in the US. John is trying to do that with Room to Read every year in developping countries. 

I, along with my readers through some campaigns like LitLiberation have about 6 schools being built right now. 2 of them we went to visit in Vietnam. If you ever wonder what you can do to really change the world outside perhaps your business, or using your business, maybe a change in direction to give a test by dipping your toes into the world of philanthropy or causes, this is a book you need to read.",,
Biographical Books,https://www.amazon.com/dp/178131263X?tag=readthistwice-20&linkCode=ogi&th=1&psc=1,Levels of the Game (Sports Classics),11.98,"This award-winning book is not just about tennis, but also about human behavior, race, politics, and the divisions of the country, all told through a single game. Follow the brilliant, stroke-by-stroke narrative of a match played by two tennis greats, as the author examines the backgrounds and attitudes that molded their games. Discover how psychology is paramount to any game, and find out why this is the best sports book ever written.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,https://m.media-amazon.com/images/I/51UyTXkiT-L.jpg,"Tim Ferriss: ""[John McPhee] can turn any subject — truly, any subject — into a page turner.""",,
Biographical Books,https://www.amazon.com/dp/039333869X?tag=readthistwice-20&linkCode=ogi&th=1&psc=1,Liar's Poker (Norton Paperback),9.69,"Liar's Poker takes readers behind-the-scenes of Wall Street in the 1980s, following the rise of a fresh Princeton and London School of Economics graduate into a bond salesman at Salomon Brothers. With hilarious anecdotes, Lewis recounts the frat-boy culture, ambitious gambling, and deception rampant in the once-in-a-lifetime age of American business.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,"https://m.media-amazon.com/images/I/61nOeTeP9BL.jpg
https://m.media-amazon.com/images/I/81hP-GrAntL.jpg
https://m.media-amazon.com/images/I/310DIV5bq7L.jpg
https://m.media-amazon.com/images/I/71cSU5xRhEL.jpg
https://m.media-amazon.com/images/I/71-DbYEyd6L.jpg","Chamath Palihapitiya: ""Probably my favorite book""
 

 Tim Ferriss: ""It's a very exciting book.""",,
Biographical Books,https://www.amazon.com/dp/0143119419?tag=readthistwice-20&linkCode=ogi&th=1&psc=1,More Money Than God: Hedge Funds and the Making of a New Elite (Council on Foreign Relations Books (Penguin Press)),20.89,"Experience a thrilling journey through the history of hedge funds, from their beginnings in the 1960s to their critical role in the 2007-2009 financial crisis. Powerful, wealthy, and potentially dangerous, the hedge fund industry has cracked the mysteries of beating the market and earned fortunes in the process. Discover the inside story of this fascinating corner of capitalism, complete with larger-than-life characters and dramatic tales, in a definitive history written by esteemed financial writer Sebastian Mallaby.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,https://m.media-amazon.com/images/I/A1AYnqzQfUL.jpg,"Tim Ferriss: ""There are some incredible personalities in this book with extremely diverse styles of investing. It is a fantastic read.""",,
Biographical Books,https://www.amazon.com/dp/0307388409?tag=readthistwice-20&linkCode=ogi&th=1&psc=1,Open: An Autobiography,15.03,"A candid and engrossing memoir, ""Open"" tells the remarkable story of a man who was groomed to be a tennis champion from birth. Despite achieving fame, wealth, and eight grand slam titles, Andre Agassi struggled to find fulfillment in the sport he came to resent. Through his highs and lows, Agassi reveals his early success, marriage to Brooke Shields, interest in philanthropy, and uncomfortable relationship with fame. This book goes far beyond a professional tennis memoir and offers readers a glimpse into the life of a man who overcame great challenges to find true happiness.",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,https://m.media-amazon.com/images/I/91GKLzZAj3L.jpg,"Tim Ferriss: ""Open, the autobiography is one of the best I've ever read.""
 

 One of the books Mark Zuckerberg added to his Facebook page.",,
Biographical Books,https://geni.us/poor-charlies-almanack,Poor Charlie's Almanack: The Wit and Wisdom of Charles T Munger,50.5,"Poor Charlie's Almanack contains the wit and wisdom of Charlie Munger: his talks, lectures and public commentary. And, it has been written and compiled with both Charlie Munger and Warren Buffett's encouragement and cooperation. So pull up your favorite reading chair and enjoy the unique humor, wit and insight that Charlie Munger brings to the world of business, investing and life itself. With Charlie himself as your guide, you are about to embark on an extraordinary journey toward better investment, decision making, and thinking about the world and life in general. Charlie's unique worldview, what he calls a 'multidisciplinary' approach, is a self-developed model for clear and simple thinking while being far from simplistic itself. Throughout the book, Charlie displays his intellect, wit, integrity, and rhetorical flair. Using his encyclopedic knowledge, he cites references from classical orators to eighteenth- and nineteenth-century European literati to pop culture icon",https://res.cloudinary.com/dncij7vr6/image/upload/v1686825737/Favolist%204.0/app%20assets/amazon-logo-transparent_lhlhxu.png,"https://m.media-amazon.com/images/I/61d4xAjbRQL.jpg
https://m.media-amazon.com/images/I/71aSvIalb1L.jpg
https://m.media-amazon.com/images/I/71LgEkYy33L.jpg
https://m.media-amazon.com/images/I/71bddOVyusL.jpg
https://m.media-amazon.com/images/I/61EAlla5kwL.jpg
https://m.media-amazon.com/images/I/71LZ8R4aJ6L.jpg
https://m.media-amazon.com/images/I/81fgi2PuHPL.jpg
https://m.media-amazon.com/images/I/71Za-zPWlsL.jpg","Warren Buffett: ""This book is something of a publishing miracle—never advertised, yet year after year selling many thousands of copies from its Internet site.""
 

 Shane Parrish: ""Because I have an MBA a lot of people inevitably ask me if they should pursue one.
 

 If it’s knowledge and not credentials you’re after, save your money and read [this book]""
 

 Daniel Ek: ""I've been enjoying Charlie Munger's speeches online for years; this is the ultimate collection of the best of them""
 

 Marc Andreessen: ""Tremendous""
 

 Naval Ravikant recommended Poor Charlie's Almanack on Twitter.
 

 Patrick Collison included this book on his list of recommended books.
 

 Tim Ferriss mentioned reading Poor Charlie's Almanack on Twitter.",,
