Profile,List,Info,Source,Date,Notes
Austin Evans,3 Hours to Build a Gaming PC Setup!,,https://www.youtube.com/watch?v=ghzhiNCo8Rg&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=4&pp=iAQB,"Jun 3, 2023",
Austin Evans,How to Build a $500 AMD Gaming PC,,https://www.youtube.com/watch?v=9gPAtWtlzw8&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=5&pp=iAQB,"May 27, 2023",
Austin Evans,How To Build a Gaming PC in 2023,,https://www.youtube.com/watch?v=5U77DZvzUIU&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=7&pp=iAQB,"Feb 15, 2023",
Austin Evans,My most EXTREME gaming setup yet!,,https://www.youtube.com/watch?v=ATrMY4uSy_U&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=11&pp=iAQB,"Jan 18, 2023",
Austin Evans,INSANE RTX 4090 PC Build! Worth the money?,,https://www.youtube.com/watch?v=itbXbG691Gs&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=14&pp=iAQB,"Oct 22, 2022",
Austin Evans,The BIGGEST vs SMALLEST Gaming PC,,https://www.youtube.com/watch?v=ytPbm1RczCI&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=15&pp=iAQB,"Sep 28, 2022",
Austin Evans,UNLIMITED TECH BUDGET: what would you buy??,,https://www.youtube.com/watch?v=Q9mOvzZY1XI&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=17&pp=iAQB,"Jul 2, 2022",
Austin Evans,How to Build a Gaming PC in 2022,,https://www.youtube.com/watch?v=DwyNpQ_T578&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=20&pp=iAQB,"Feb 27, 2022",
Austin Evans,I built the CHEAPEST Gaming PC on Amazon,,https://www.youtube.com/watch?v=f0R_rCPhgnc&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=21&pp=iAQB,"Feb 13, 2022",
Austin Evans,$5000 Intel Gaming PC Build!,,https://www.youtube.com/watch?v=odEsN1_dpDE&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=27&pp=iAQB,"Nov 17, 2021",
Austin Evans,Small Gaming PC Build!,,https://www.youtube.com/watch?v=9gYJGBklXg8&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=34&pp=iAQB,"Aug 8, 2021",
Austin Evans,You can ACTUALLY build this Gaming PC Setup.,,https://www.youtube.com/watch?v=8IEkh6Nip8M&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=39&pp=iAQB,"Jun 9, 2021",
Austin Evans,The Sleeper Gaming PC Build!,,https://www.youtube.com/watch?v=WqX_1M3H_Wo&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=43&pp=iAQB,"Mar 18, 2021",
Austin Evans,the CHEAPEST Amazon Gaming PC,,https://www.youtube.com/watch?v=dc5Dk-U8teg&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=44&pp=iAQB,"Mar 13, 2021",
Austin Evans,My NEW Gaming PC Build - AMD Ryzen 9 5950X & Radeon RX 6800 XT,,https://www.youtube.com/watch?v=UH1qwWRJgXw&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=52&pp=iAQB,"Nov 21, 2020",
Austin Evans,THIRD PERSON PC Build Challenge,,https://www.youtube.com/watch?v=DRLIs76-C7M&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=61&pp=iAQB,"Jul 11, 2020",
Austin Evans,My Favorite Laptops of 2018!,,https://www.youtube.com/watch?v=OufUH68mdQk&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=110&pp=iAQB,"Dec 30, 2018",
Austin Evans,The $300 Gaming PC Build 🔥,,https://www.youtube.com/watch?v=4Ams-x7iYQY&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=114&pp=iAQB,"Nov 21, 2018",
Austin Evans,The Fastest Gaming PC I've Ever Built...,,https://www.youtube.com/watch?v=2rvN1KGl0DA&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=118&pp=iAQB,"Oct 19, 2018",
Austin Evans,Building My New Gaming PC Rig,,https://www.youtube.com/watch?v=4pL-ONBrIUU&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=120&pp=iAQB,"Sep 20, 2018",
Austin Evans,The Most Unique Laptops You Can Buy...,,https://www.youtube.com/watch?v=KOAWGw26qC4&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=124&pp=iAQB,"Aug 11, 2018",
Austin Evans,Building My New Streaming PC,,https://www.youtube.com/watch?v=KnBEeReqrsk&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=139&pp=iAQB,"Apr 21, 2018",
Austin Evans,6 Laptops for Back to School!,,https://www.youtube.com/watch?v=2MIvTf17iqM&list=PL02HDVnTgIcqlWlZxvcJzWsMjxNPChGLf&index=170&pp=iAQB,"Aug 5, 2017",
Austin Evans,I built the Ultimate Switch OLED 😅,,https://www.youtube.com/watch?v=Cm2CAqCo_6A&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=1&pp=iAQB,"Apr 1, 2023",
Austin Evans,Building the Ultimate PS5,,https://www.youtube.com/watch?v=iWS97BxuTaI&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=7&pp=iAQB,"Feb 12, 2021",
Austin Evans,Can I build a HUGE AMD Gaming PC?,,https://www.youtube.com/watch?v=RNJBbb5s5z0&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=8&pp=iAQB,"Aug 23, 2020",
Austin Evans,Building the Ultimate Mac Mini,,https://www.youtube.com/watch?v=zzzwti5PN_k&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=13&pp=iAQB,"Apr 3, 2019",
Austin Evans,Building the Ultimate Sleeper Gaming PC,,https://www.youtube.com/watch?v=wAffD2aAQ1Q&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=15&pp=iAQB,"Dec 27, 2018",
Austin Evans,Building The Ultimate iPhone XS,,https://www.youtube.com/watch?v=JSp9WeM0bZY&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=17&pp=iAQB,"Oct 13, 2018",
Austin Evans,Building The Ultimate Xbox One X,,https://www.youtube.com/watch?v=kilrAtqjwvA&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=18&pp=iAQB,"Sep 29, 2018",
Austin Evans,Building the Ultimate MacBook Pro,,https://www.youtube.com/watch?v=xDKPzgi6qwU&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=19&pp=iAQB,"Jun 27, 2018",
Austin Evans,Building the Ultimate Xbox 360,,https://www.youtube.com/watch?v=FcX0pkXSKl4&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=20&pp=iAQB,"May 31, 2018",
Austin Evans,Building the Portable Xbox One,,https://www.youtube.com/watch?v=q9hbEIihYWs&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=21&pp=iAQB,"Mar 24, 2018",
Austin Evans,Building the Ultimate $200 MacBook,,https://www.youtube.com/watch?v=PmP8QZZ6QjE&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=22&pp=iAQB,"Jan 19, 2018",
Austin Evans,Building the Ultimate Nintendo Switch,,https://www.youtube.com/watch?v=G_ZxvxtUwus&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=23&pp=iAQB,"Dec 9, 2017",
Austin Evans,Building the Ultimate iPhone X,,https://www.youtube.com/watch?v=npOwGSilebc&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=24&pp=iAQB,"Nov 18, 2017",
Austin Evans,Building the Ultimate PS4 Pro,,https://www.youtube.com/watch?v=5NX-U36VDis&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=25&pp=iAQB,"Oct 8, 2017",
Austin Evans,Building the Ultimate Xbox One,,https://www.youtube.com/watch?v=KrMvtS7DAlM&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=27&pp=iAQB,"Mar 9, 2017",
Austin Evans,Building the Ultimate PS4,,https://www.youtube.com/watch?v=HtJa9jJdzac&list=PL02HDVnTgIcoKy9mcrTtfzB9KXo-XVdRB&index=28&pp=iAQB,"Feb 5, 2017",
Austin Evans,BROKE vs PRO Gaming in 2023,,https://www.youtube.com/watch?v=Tqy_eoLWRVc&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=1&pp=iAQB,"Jul 9, 2023",
Austin Evans,BROKE vs PRO Gaming Setups!,,https://www.youtube.com/watch?v=i5YoBCaM4GI&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=4&pp=iAQB,"Apr 3, 2022",
Austin Evans,BROKE vs PRO Gaming Laptop vs Desktop PC,,https://www.youtube.com/watch?v=u8tMYoJROMs&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=5&pp=iAQB,"Oct 23, 2021",
Austin Evans,BROKE vs PRO Invisible Gaming PC,,https://www.youtube.com/watch?v=WIMMi60S9zc&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=7&pp=iAQB,"May 29, 2021",
Austin Evans,BROKE vs PRO Mystery Gaming PC Build!,,https://www.youtube.com/watch?v=q5FUEp8Hpfs&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=9&pp=iAQB,"Mar 27, 2021",
Austin Evans,BROKE vs PRO Gaming PC Challenge,,https://www.youtube.com/watch?v=DLNValm4yQ8&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=10&pp=iAQB,"Jan 9, 2021",
Austin Evans,BROKE vs PRO Flight Simulator,,https://www.youtube.com/watch?v=9kqzGu9PulI&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=11&pp=iAQB,"Sep 12, 2020",
Austin Evans,BROKE vs PRO Gaming Setup,,https://www.youtube.com/watch?v=-naamtpQ8lw&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=12&pp=iAQB,"Apr 11, 2020",
Austin Evans,BROKE vs PRO Gaming PC,,https://www.youtube.com/watch?v=a4cGNjKnRlc&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=15&pp=iAQB,"Oct 12, 2019",
Austin Evans,BROKE vs PRO Gaming,,https://www.youtube.com/watch?v=TjP0UgI8CTg&list=PL02HDVnTgIcoLSPp4_2wKNkhN0x1BJgdp&index=16&pp=iAQB,"Aug 3, 2019",
Joe Rogan,Book Recommendations,,https://www.mostrecommendedbooks.com/joe-rogan-books,,
Joe Rogan,Supplements List,,https://gradualgrowth.org/supplements/joe-rogan-supplement-list,"Apr 6, 2023",
Linus Tech Tips,"Building a $100,000 PC for Minecraft",,https://www.youtube.com/watch?v=AHR80l7od2Q&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=1&pp=iAQB,2 months ago,
Linus Tech Tips,Next Gen Desk PC: The Final Chapter,,https://www.youtube.com/watch?v=3F3yQpo05zw&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=2&pp=iAQB,1 year ago,
Linus Tech Tips,The MOST AVERAGE Gaming PC,,https://www.youtube.com/watch?v=9XrmFXeOdFc&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=3&t=5s&pp=iAQB,2 years ago,
Linus Tech Tips,"The ULTIMATE $20,000 Desk PC",,https://www.youtube.com/watch?v=DS3zCN4NsQY&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=4&pp=iAQB,2 years ago,
Linus Tech Tips,Project Zero Cables - The Cleanest Desk Setup EVER,,https://www.youtube.com/watch?v=qI2vmqANYcE&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=5&pp=iAQB,2 years ago,
Linus Tech Tips,Next Gen ULTIMATE Desk PC Design! - Part 1,,https://www.youtube.com/watch?v=7MgWlSHebcY&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=6&pp=iAQB,3 years ago,
Linus Tech Tips,Desk PC Water Cooling Maintenance Vlog,,https://www.youtube.com/watch?v=ZRKEaYMgIYk&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=7&pp=iAQB,5 years ago,
Linus Tech Tips,MOST EXPENSIVE DESK PC - Lian Li DK-04,,https://www.youtube.com/watch?v=SncOnEx1CcE&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=8&pp=iAQB,6 years ago,
Linus Tech Tips,Smallest Desk PC Yet!! - Vector Desk Mini Review,,https://www.youtube.com/watch?v=Z4nxxThIDVk&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=9&pp=iAQB,6 years ago,
Linus Tech Tips,Ultimate DIY Desk PC FINAL INSTALLATION In Glorious 8K,,https://www.youtube.com/watch?v=xAP1a1H0Mg0&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=10&pp=iAQB,6 years ago,
Linus Tech Tips,Ultimate DIY Desk PC - THE FINALE,,https://www.youtube.com/watch?v=zWhyXjAXOrA&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=11&pp=iAQB,6 years ago,
Linus Tech Tips,Ultimate DIY Desk PC - DRILLING SO MANY HOLES,,https://www.youtube.com/watch?v=jxAPtBZQc3M&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=12&t=7s&pp=iAQB,6 years ago,
Linus Tech Tips,Ultimate DIY Desk PC - Desk Construction,,https://www.youtube.com/watch?v=jyreJvig3KA&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=13&t=7s&pp=iAQB,6 years ago,
Linus Tech Tips,The ULTIMATE Space-Saving PC - Desk PC Build Log,,https://www.youtube.com/watch?v=ytpK6nhsfqI&list=PL8mG-RkN2uTySGOagNKK0nCWOYeQ9gcRe&index=14&pp=iAQB,7 years ago,
Linus Tech Tips,Mark Rober! I Built You a Computer!,,https://www.youtube.com/watch?v=uO6DMWHK_HA&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=1&pp=iAQB,10 days ago,
Linus Tech Tips,Who let them do this?? - The $800 Solid Copper Cooler,,https://www.youtube.com/watch?v=P2hey3mNnN0&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=2&pp=iAQB,1 month ago,
Linus Tech Tips,Building a $500 Intel Gaming PC - 2023,,https://www.youtube.com/watch?v=Xzhp1HTt43M&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=3&pp=iAQB,2 months ago,
Linus Tech Tips,Turning my Ex-Employer’s Logo into a Gaming PC,,https://www.youtube.com/watch?v=_62Z80rGZfA&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=4&pp=iAQB,4 months ago,
Linus Tech Tips,This is TWO PCs in ONE ITX case!,,https://www.youtube.com/watch?v=6iKiZymxDD8&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=6&pp=iAQB,9 months ago,
Linus Tech Tips,4K PC Gaming is Cheap Now! - $1000 Gaming PC Build 2022,,https://www.youtube.com/watch?v=QNakbNjdrjk&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=10&pp=iAQB,1 year ago,
Linus Tech Tips,We put a 3090 in it... - Hot Wheels Water Cooling,,https://www.youtube.com/watch?v=wfEwvb3VAbQ&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=11&pp=iAQB,1 year ago,
Linus Tech Tips,Water Cooling… Using only Wish.com,,https://www.youtube.com/watch?v=IZeOmEy-tE8&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=12&pp=iAQB,1 year ago,
Linus Tech Tips,I HAF To Build This - Cooler Master HAF 700 Evo Review,,https://www.youtube.com/watch?v=PfF_JgNvJfQ&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=13&pp=iAQB,1 year ago,
Linus Tech Tips,The PC That Opens Like THIS - Azza Cast,,https://www.youtube.com/watch?v=M-RMV5pFrNc&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=14&pp=iAQB,1 year ago,
Linus Tech Tips,This GPU SLIDES into this Case! - Silverstone SUGO 16 ITX Case,,https://www.youtube.com/watch?v=-wJOUAuKZm8&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=15&pp=iAQB,1 year ago,
Linus Tech Tips,"Cases are Stupid. - XWORKS X32 ""Case""",,https://www.youtube.com/watch?v=b1jnIZTKjDI&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=16&pp=iAQB,1 year ago,
Linus Tech Tips,Selling a $2100 Sleeper PC for $20,,https://www.youtube.com/watch?v=9UKROsvkCGA&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=17&pp=iAQB,1 year ago,
Linus Tech Tips,Easy Small Form Factor Build? No.,,https://www.youtube.com/watch?v=PJHIZa7tMl4&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=18&pp=iAQB,2 years ago,
Linus Tech Tips,The Moment of Truth… - Next Gen ULTIMATE Desk PC Part 3,,https://www.youtube.com/watch?v=UAR9cccDKSI&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=20&pp=iAQB,2 years ago,
Linus Tech Tips,The Fastest Gaming PC... Is THIS BIG??? - Winter One,,https://www.youtube.com/watch?v=BoFxslm6DKY&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=21&pp=iAQB,2 years ago,
Linus Tech Tips,HUGE PC upgrade... in a Van!,,https://www.youtube.com/watch?v=Gd2BthretS0&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=22&pp=iAQB,2 years ago,
Linus Tech Tips,Building a gaming PC at… WALMART?,,https://www.youtube.com/watch?v=Gc3IAEwxVN4&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=23&pp=iAQB,2 years ago,
Linus Tech Tips,Next Gen ULTIMATE Desk PC is ALIVE! - Part 2,,https://www.youtube.com/watch?v=UbkhvYWqbhQ&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=24&pp=iAQB,2 years ago,
Linus Tech Tips,What a TRAIN WRECK! - xQc PC Build Stream Reaction,,https://www.youtube.com/watch?v=A0WzLguGLOo&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=25&pp=iAQB,2 years ago,
Linus Tech Tips,"This PC Used To Be IMPOSSIBLE! - EPYC ""ITX"" Build",,https://www.youtube.com/watch?v=k7U0-CCmgfQ&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=26&pp=iAQB,2 years ago,
Linus Tech Tips,AMD vs. Intel midrange gaming PC challenge,,https://www.youtube.com/watch?v=i7YwvOU6Jhc&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=27&pp=iAQB,2 years ago,
Linus Tech Tips,Our Craziest PC Yet – Pyramid PC Pt. 3,,https://www.youtube.com/watch?v=IkELZbTxsHg&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=28&pp=iAQB,2 years ago,
Linus Tech Tips,The Herd Mentality PC,,https://www.youtube.com/watch?v=mODI4-cRhPE&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=29&pp=iAQB,2 years ago,
Linus Tech Tips,The ALL MSI Gaming PC!,,https://www.youtube.com/watch?v=OaPt-19C2No&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=30&pp=iAQB,2 years ago,
Linus Tech Tips,The All Corsair Gaming Setup!,,https://www.youtube.com/watch?v=wEIKFxHzzac&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=31&pp=iAQB,2 years ago,
Linus Tech Tips,The INCOGNITO Gaming PC,,https://www.youtube.com/watch?v=DGQA4gxjLr8&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=32&pp=iAQB,2 years ago,
Linus Tech Tips,PC building SPEED challenge!,,https://www.youtube.com/watch?v=ZnWt-VDn6YA&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=33&pp=iAQB,2 years ago,
Linus Tech Tips,Remember when AMD was on top??,,https://www.youtube.com/watch?v=dsU6AATvB64&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=37&pp=iAQB,2 years ago,
Linus Tech Tips,Project Zero Cables - The Cleanest Desk Setup EVER,,https://www.youtube.com/watch?v=qI2vmqANYcE&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=38&pp=iAQB,2 years ago,
Linus Tech Tips,Linus builds Linus’ new PC!,,https://www.youtube.com/watch?v=Kua9cY8q_EI&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=39&pp=iAQB,3 years ago,
Linus Tech Tips,Next Gen ULTIMATE Desk PC Design! - Part 1,,https://www.youtube.com/watch?v=7MgWlSHebcY&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=40&pp=iAQB,3 years ago,
Linus Tech Tips,I need to upgrade ALREADY??,,https://www.youtube.com/watch?v=HFuLvGf0g0c&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=41&pp=iAQB,3 years ago,
Linus Tech Tips,Building the Xbox Series X Rip-off PC,,https://www.youtube.com/watch?v=Sv3Pqb2F_xc&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=44&pp=iAQB,3 years ago,
Linus Tech Tips,PewDiePie! - We built you a gaming PC!,,https://www.youtube.com/watch?v=JBwMDfMfSNU&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=45&pp=iAQB,3 years ago,
Linus Tech Tips,Building the Ultimate CPU Cooler!,,https://www.youtube.com/watch?v=nwCtvpgwm5o&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=46&pp=iAQB,3 years ago,
Linus Tech Tips,Building a BEAST Gaming Rig with my 3 Year Old....,,https://www.youtube.com/watch?v=D_xftS6ydXQ&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=47&pp=iAQB,3 years ago,
Linus Tech Tips,The Easiest Water Cooled PC (NOT Easy),,https://www.youtube.com/watch?v=egK54kkxIxE&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=48&pp=iAQB,3 years ago,
Linus Tech Tips,My old PC was making me nauseous... Time to upgrade,,https://www.youtube.com/watch?v=1H-HOPiai5Y&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=49&pp=iAQB,3 years ago,
Linus Tech Tips,The SUPER CLEAN PC Build,,https://www.youtube.com/watch?v=qobsfVJmoHI&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=50&pp=iAQB,3 years ago,
Linus Tech Tips,We built a PC more efficient than a console!,,https://www.youtube.com/watch?v=-d8gcfbjoZM&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=51&pp=iAQB,3 years ago,
Linus Tech Tips,Water cooling the FASTEST Mac on the Planet,,https://www.youtube.com/watch?v=Td1lgAW08ho&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=52&pp=iAQB,3 years ago,
Linus Tech Tips,Building a PC... using only Wish.com,,https://www.youtube.com/watch?v=eQ_8F4nzyiw&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=54&pp=iAQB,3 years ago,
Linus Tech Tips,The Mac Pro Apple WISHES they built - Hack Pro Pt. 1,,https://www.youtube.com/watch?v=o3HlyPsf9uo&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=55&pp=iAQB,3 years ago,
Linus Tech Tips,My Teenage Dream PC - Ricer PC Part 1,,https://www.youtube.com/watch?v=buXCXy-jHM4&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=57&pp=iAQB,4 years ago,
Linus Tech Tips,We Built the CHEAPEST PC on Amazon!,,https://www.youtube.com/watch?v=AkK_n5Q8M38&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=58&pp=iAQB,4 years ago,
Linus Tech Tips,The Amazing ALL-EBAY Gaming PC,,https://www.youtube.com/watch?v=niz3Shv6QWY&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=59&pp=iAQB,4 years ago,
Linus Tech Tips,The UGLIEST Gaming PC,,https://www.youtube.com/watch?v=ZQe4_wTKO_4&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=60&pp=iAQB,4 years ago,
Linus Tech Tips,"The $100,000 PC LIVES! - 6 Editors 1 CPU Pt. 5",,https://www.youtube.com/watch?v=LiWTCVU57rA&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=61&pp=iAQB,4 years ago,
Linus Tech Tips,This is the CLEANEST Setup.,,https://www.youtube.com/watch?v=G2VxwFEA8xM&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=62&pp=iAQB,4 years ago,
Linus Tech Tips,The Fastest Xbox of All Time,,https://www.youtube.com/watch?v=2fL3VbC2izo&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=63&pp=iAQB,4 years ago,
Linus Tech Tips,The FASTEST gaming PC money can buy,,https://www.youtube.com/watch?v=sCfmM71NOTo&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=64&pp=iAQB,4 years ago,
Linus Tech Tips,We UPGRADED the $69 Gaming PC and it ROCKS!,,https://www.youtube.com/watch?v=J8ja79SlA-g&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=65&pp=iAQB,4 years ago,
Linus Tech Tips,When everything goes wrong - 6 Editors 1 CPU Pt. 3,,https://www.youtube.com/watch?v=NBQHK7jIojk&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=67&pp=iAQB,4 years ago,
Linus Tech Tips,The SWEATIEST Gaming Setup,,https://www.youtube.com/watch?v=5NLCaolW-I0&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=68&pp=iAQB,4 years ago,
Linus Tech Tips,"Building the $100,000 PC Pt. 2 - SO MANY PCIe CARDS",,https://www.youtube.com/watch?v=TDSWO19jcTg&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=69&pp=iAQB,4 years ago,
Linus Tech Tips,The RAVE PC Build Log,,https://www.youtube.com/watch?v=A7WMRvU6S2Y&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=70&pp=iAQB,5 years ago,
Linus Tech Tips,Building a PC CHEAPER in CHINA?! feat. Strange Parts,,https://www.youtube.com/watch?v=sZs4NDC4yrI&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=71&pp=iAQB,5 years ago,
Linus Tech Tips,Apple II Themed PC Case!!,,https://www.youtube.com/watch?v=nCaRuuIZ9nY&list=PL8mG-RkN2uTy5zBlQstuTnIUEQPe5rDHx&index=72&pp=iAQB,5 years ago,
